0.0000, 0.0000
1.0000, 0.5000
0.0000, 0.3333
1.0000, 0.5000
-1.0000, 0.2000
1.0000, 0.3333
-1.0000, 0.1429
-1.0000, 0.0000
2.0000, 0.2222
0.0000, 0.2000
0.0000, 0.1818
2.0000, 0.3333
0.0000, 0.3077
-1.0000, 0.2143
0.0000, 0.2000
-2.0000, 0.0625
1.0000, 0.1176
1.0000, 0.1667
0.0000, 0.1579
1.0000, 0.2000
0.0000, 0.1905
2.0000, 0.2727
0.0000, 0.2609
1.0000, 0.2917
2.0000, 0.3600
-1.0000, 0.3077
0.0000, 0.2963
0.0000, 0.2857
1.0000, 0.3103
0.0000, 0.3000
-1.0000, 0.2581
-1.0000, 0.2188
0.0000, 0.2121
1.0000, 0.2353
2.0000, 0.2857
1.0000, 0.3056
-1.0000, 0.2703
1.0000, 0.2895
0.0000, 0.2821
4.0000, 0.3750
3.0000, 0.4390
-1.0000, 0.4048
-1.0000, 0.3721
2.0000, 0.4091
2.0000, 0.4444
-1.0000, 0.4130
1.0000, 0.4255
0.0000, 0.4167
0.0000, 0.4082
2.0000, 0.4400
0.0000, 0.4314
1.0000, 0.4423
2.0000, 0.4717
2.0000, 0.5000
1.0000, 0.5091
2.0000, 0.5357
1.0000, 0.5439
1.0000, 0.5517
3.0000, 0.5932
0.0000, 0.5833
1.0000, 0.5902
1.0000, 0.5968
1.0000, 0.6032
1.0000, 0.6094
1.0000, 0.6154
-2.0000, 0.5758
0.0000, 0.5672
2.0000, 0.5882
1.0000, 0.5942
2.0000, 0.6143
0.0000, 0.6056
0.0000, 0.5972
3.0000, 0.6301
3.0000, 0.6622
0.0000, 0.6533
2.0000, 0.6711
0.0000, 0.6623
-2.0000, 0.6282
3.0000, 0.6582
3.0000, 0.6875
2.0000, 0.7037
-1.0000, 0.6829
1.0000, 0.6867
2.0000, 0.7024
2.0000, 0.7176
1.0000, 0.7209
3.0000, 0.7471
0.0000, 0.7386
0.0000, 0.7303
1.0000, 0.7333
1.0000, 0.7363
-1.0000, 0.7174
2.0000, 0.7312
0.0000, 0.7234
3.0000, 0.7474
4.0000, 0.7812
5.0000, 0.8247
2.0000, 0.8367
2.0000, 0.8485
0.0000, 0.8400
1.0000, 0.8500
1.0000, 0.8500
0.0000, 0.8500
2.0000, 0.8600
3.0000, 0.9000
2.0000, 0.9100
2.0000, 0.9400
6.0000, 1.0100
1.0000, 1.0000
4.0000, 1.0400
0.0000, 1.0400
0.0000, 1.0200
0.0000, 1.0200
1.0000, 1.0400
4.0000, 1.0800
2.0000, 1.1200
0.0000, 1.1100
2.0000, 1.1200
4.0000, 1.1600
4.0000, 1.1900
6.0000, 1.2500
2.0000, 1.2500
3.0000, 1.2800
3.0000, 1.3000
-1.0000, 1.2700
3.0000, 1.3100
5.0000, 1.3600
6.0000, 1.4200
4.0000, 1.4500
3.0000, 1.4800
3.0000, 1.5200
1.0000, 1.5400
2.0000, 1.5600
4.0000, 1.5900
5.0000, 1.6200
2.0000, 1.6300
3.0000, 1.6700
6.0000, 1.7200
1.0000, 1.7300
3.0000, 1.7200
1.0000, 1.7000
5.0000, 1.7600
4.0000, 1.8100
7.0000, 1.8600
6.0000, 1.9000
4.0000, 1.9500
6.0000, 2.0000
7.0000, 2.0700
4.0000, 2.1100
4.0000, 2.1300
5.0000, 2.1800
5.0000, 2.2200
2.0000, 2.2200
5.0000, 2.2500
4.0000, 2.2800
2.0000, 2.2800
4.0000, 2.3100
3.0000, 2.3300
8.0000, 2.3800
4.0000, 2.4200
6.0000, 2.4700
4.0000, 2.5000
9.0000, 2.5800
7.0000, 2.6400
12.0000, 2.7500
10.0000, 2.8700
3.0000, 2.9000
6.0000, 2.9400
6.0000, 2.9900
6.0000, 3.0300
8.0000, 3.1100
7.0000, 3.1800
0.0000, 3.1500
4.0000, 3.1600
2.0000, 3.1800
6.0000, 3.2200
6.0000, 3.2800
4.0000, 3.3400
6.0000, 3.3700
3.0000, 3.3700
2.0000, 3.3700
6.0000, 3.4400
7.0000, 3.5000
4.0000, 3.5200
9.0000, 3.5900
4.0000, 3.6200
6.0000, 3.6500
8.0000, 3.7300
4.0000, 3.7700
6.0000, 3.8200
6.0000, 3.8700
10.0000, 3.9800
8.0000, 4.0400
12.0000, 4.1600
6.0000, 4.1900
7.0000, 4.2200
10.0000, 4.2700
7.0000, 4.3200
9.0000, 4.3900
8.0000, 4.4700
6.0000, 4.5200
7.0000, 4.5800
5.0000, 4.6300
6.0000, 4.6700
2.0000, 4.6600
5.0000, 4.6900
5.0000, 4.7200
13.0000, 4.7900
10.0000, 4.8800
4.0000, 4.8800
4.0000, 4.9200
4.0000, 4.9600
8.0000, 5.0400
5.0000, 5.0800
9.0000, 5.1300
11.0000, 5.2200
1.0000, 5.2300
8.0000, 5.2900
11.0000, 5.3600
4.0000, 5.3600
4.0000, 5.3400
7.0000, 5.3900
9.0000, 5.4500
8.0000, 5.5000
1.0000, 5.5200
8.0000, 5.5700
9.0000, 5.6100
9.0000, 5.6400
1.0000, 5.6100
13.0000, 5.7100
11.0000, 5.7900
12.0000, 5.9000
1.0000, 5.8900
6.0000, 5.9100
10.0000, 5.9600
9.0000, 6.0300
10.0000, 6.1000
7.0000, 6.1100
9.0000, 6.1900
6.0000, 6.2200
13.0000, 6.3400
5.0000, 6.3400
8.0000, 6.3800
8.0000, 6.3900
9.0000, 6.4200
10.0000, 6.4800
9.0000, 6.5100
5.0000, 6.4900
13.0000, 6.5800
12.0000, 6.6600
9.0000, 6.7000
14.0000, 6.7900
7.0000, 6.8400
8.0000, 6.8700
9.0000, 6.9200
5.0000, 6.9500
10.0000, 7.0100
9.0000, 7.0700
10.0000, 7.0900
6.0000, 7.1100
7.0000, 7.1200
12.0000, 7.2000
5.0000, 7.1600
8.0000, 7.1700
3.0000, 7.0800
9.0000, 7.0700
10.0000, 7.1400
8.0000, 7.1600
9.0000, 7.1900
6.0000, 7.1900
9.0000, 7.2000
6.0000, 7.1900
9.0000, 7.2800
5.0000, 7.2900
9.0000, 7.3600
6.0000, 7.3600
2.0000, 7.3200
11.0000, 7.3900
6.0000, 7.3900
9.0000, 7.4500
7.0000, 7.5000
5.0000, 7.4900
11.0000, 7.5300
8.0000, 7.5700
8.0000, 7.5600
5.0000, 7.5700
9.0000, 7.6000
8.0000, 7.6000
7.0000, 7.6300
3.0000, 7.6000
13.0000, 7.6700
11.0000, 7.6800
11.0000, 7.7100
11.0000, 7.7000
5.0000, 7.6900
12.0000, 7.7400
15.0000, 7.7900
14.0000, 7.8600
11.0000, 7.8800
9.0000, 7.8900
2.0000, 7.8500
12.0000, 7.9000
6.0000, 7.9100
9.0000, 7.9400
8.0000, 8.0000
7.0000, 8.0200
9.0000, 8.0600
14.0000, 8.0700
10.0000, 8.0700
10.0000, 8.1300
8.0000, 8.1700
9.0000, 8.2200
