0.0000, -0.0100, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
-0.0100, 0.0000, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
-0.0100, 0.0000, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
0.0000, -0.0100, 0.0000, 0.0000
0.0000, 0.0900, 0.0900, 0.0082
0.0000, -0.0100, 0.0000, 0.0075
0.0000, 0.0900, 0.0900, 0.0138
0.0000, -0.0100, 0.0000, 0.0129
0.0000, -0.0100, 0.0000, 0.0120
0.0000, -0.0100, 0.0000, 0.0113
-0.0100, 0.0000, 0.0000, 0.0106
-0.0100, 0.0000, 0.0000, 0.0100
-0.0100, 0.0000, 0.0000, 0.0095
-0.0100, 0.0000, 0.0000, 0.0090
0.0000, -0.0100, 0.0000, 0.0086
0.0000, -0.0100, 0.0000, 0.0082
0.0000, -0.0100, 0.0000, 0.0078
0.0000, -0.0100, 0.0000, 0.0075
-0.0100, 0.0000, 0.0000, 0.0072
0.0000, -0.0100, 0.0000, 0.0069
0.0000, -0.0100, 0.0000, 0.0067
0.0000, -0.0100, 0.0000, 0.0064
0.0000, -0.0100, 0.0000, 0.0062
0.0000, -0.0100, 0.0000, 0.0060
-0.0100, 0.0000, 0.0000, 0.0058
0.0000, -0.0100, 0.0000, 0.0056
0.0000, -0.0100, 0.0000, 0.0055
-0.0100, 0.0000, 0.0000, 0.0053
-0.0100, 0.0000, 0.0000, 0.0051
0.0000, -0.0100, 0.0000, 0.0050
0.0000, -0.0100, 0.0000, 0.0049
-0.0100, 0.0000, 0.0000, 0.0047
0.0000, -0.0100, 0.0000, 0.0046
0.0000, -0.0100, 0.0000, 0.0045
-0.0100, 0.0000, 0.0000, 0.0044
-0.0100, 0.0000, 0.0000, 0.0043
0.0000, -0.0100, 0.0000, 0.0042
0.0000, -0.0100, 0.0000, 0.0041
0.0000, -0.0100, 0.0000, 0.0040
-0.0100, 0.0000, 0.0000, 0.0039
-0.0100, 0.0000, 0.0000, 0.0038
0.0000, -0.0100, 0.0000, 0.0038
0.0000, -0.0100, 0.0000, 0.0037
-0.0100, 0.0000, 0.0000, 0.0036
0.0000, -0.0100, 0.0000, 0.0035
0.0000, -0.0100, 0.0000, 0.0035
0.0000, -0.0100, 0.0000, 0.0034
0.0000, -0.0100, 0.0000, 0.0033
0.0000, -0.0100, 0.0000, 0.0033
0.0000, -0.0100, 0.0000, 0.0032
-0.0100, 0.0000, 0.0000, 0.0032
0.0000, -0.0100, 0.0000, 0.0031
0.0000, -0.0100, 0.0000, 0.0031
0.0000, -0.0100, 0.0000, 0.0030
-0.0100, 0.0000, 0.0000, 0.0030
0.0000, -0.0100, 0.0000, 0.0029
0.0000, -0.0100, 0.0000, 0.0029
-0.0100, 0.0000, 0.0000, 0.0028
-0.0100, 0.0000, 0.0000, 0.0028
0.0000, -0.0100, 0.0000, 0.0027
0.0000, -0.0100, 0.0000, 0.0027
0.0000, -0.0100, 0.0000, 0.0026
-0.0100, 0.0000, 0.0000, 0.0026
-0.0100, 0.0000, 0.0000, 0.0026
-0.0100, 0.0000, 0.0000, 0.0025
-0.0100, 0.0000, 0.0000, 0.0025
-0.0100, 0.0000, 0.0000, 0.0025
0.0000, -0.0100, 0.0000, 0.0024
-0.0100, 0.0000, 0.0000, 0.0024
